reviewId	reviewer	datePublished	starRatingOutOfFive	reviewTitle	reviewComment	source
750	hrandolphbailey	01/17/2020	4	Versatile unit	"""I am a physician and we have a Zoll AED in our office chosen by the University.  That is why I have chosen this one for our church.  Ordering was easy.  Will await delivery and service."""	https://americanaed.com/
751	westway-44109	01/15/2020	5	Very satisfied with the sale	"""Every thing was easy to read and instructions were clear and concise"""	https://americanaed.com/
752	Seals10A	01/15/2020	5	Best Price!!!	"""Best price on the internet by far and best customer service!!!"""	https://americanaed.com/
753	pwcox	01/14/2020	5	Easy ordering	"""Easing ordering and loved the discount!!"""	https://americanaed.com/
754	pattimeyers6	01/12/2020	5	Selection and Ease	"""I needed an AED for our new church.  I was given the website by the local Fire Department.  I found what we needed right away.  Check out was quick and easy.  Thank you."""	https://americanaed.com/
755	wiredtoart	01/12/2020	5	Discount on defibrillator dictated deal.	"""As a recently certified CPR person and known survivor of sudden cardiac arrest, I, along with my spouse, decided it might be wise to have a AED in our house. The pricing on all units are high for laypersons at home.  American AED had a special getting the Philips HeartStart to that magic one grand mark and we made the purchase under the assumption the home unit has  the same specifications as the Philips onsite unit."""	https://americanaed.com/
756	tomgeiger12	01/10/2020	5		"""Quick and simple to use website"""	https://americanaed.com/
757	johnwsanders	01/09/2020	5		"""phone assistance was vital and helped me save. the sales person was polite and was able to answer all my questions about FRX vs onsite model, adults vs kids, wt, warranty, pads, wall box or not, cost , tax(none) , shipping (none), availability, training. thanks."""	https://americanaed.com/
758	eddieamiller	01/09/2020	5	Quick and easy!	"""Very nice website, all products with pricing clearly listed and easy to find. very quick and easy to order!"""	https://americanaed.com/
759	pegbollenbacher	01/08/2020	4	Hard time finding how to order online.	"""I had a very hard time finding where on the screen to submit my order. I also could not find a place to  enter my code for $150 discount. It would be nice if there was a box at the bottom that would take me to the correct screen, not in the top tool bar where it took a long time to find."""	https://americanaed.com/
760	churchoffice-89040	01/08/2020	5	Shopped around	"""Shopped around -- this site gave the best price on the device we wanted. Chat rep was informative and helpful.
Thanks American AED!"""	https://americanaed.com/
761	pastorsteve-30530	01/08/2020	5	Straight forward and easy for non medical professionals	"""The AED packages were well thought our and the purchase process was quick and painless. Best price for a new full warranty AED package on the web!"""	https://americanaed.com/
762	doctorbrunswicksmiles	01/08/2020	5	amazing customer service	"""Steve was great at suggesting a AED for our two business and even extended a discount which allowed us to purchase a better quality AED."""	https://americanaed.com/
763	pramirez-40546	01/07/2020	5	Easy and great to place my order	"""Very convenient and easy to see what was needed."""	https://americanaed.com/
764	iamrettogo	01/05/2020	5	Heart Filled	"""Easy to order and informative description."""	https://americanaed.com/
765	mikegor64	01/04/2020	5	Super Easy to Order	"""Great website and really easy to navigate. All the right brands and products."""	https://americanaed.com/
766	DAVE-30493	01/04/2020	5	Easy Peazy	"""Very Easy Site to Navigate"""	https://americanaed.com/
767	panamagrl	01/04/2020	5	Just what we needed 	"""We've been looking for this for our little country church.  Happy for the discount."""	https://americanaed.com/
768	pantea-86865	01/02/2020	5		"""It was very easy to order parts online!"""	https://americanaed.com/
769	crnolan1	01/02/2020	5	Easy Process	"""Great price, easy process, well run website."""	https://americanaed.com/
770	jandrews-35657	01/02/2020	5	Way Cool	"""Easy to understand and order"""	https://americanaed.com/
771	jeventempered	12/31/2019	5	Done in a heartbeat!	"""The purchase was very quick, not complicated. Very grateful for being able to make this purchase quickly."""	https://americanaed.com/
772	mwkoko2018	12/31/2019	4	Fair price	"""easy to check out and good price"""	https://americanaed.com/
773	johndavis-31586	12/30/2019	5	Easy Ordering	"""Very thankful for the simple process in ordering."""	https://americanaed.com/
774	dorindorinco	12/28/2019	5	DEFIne BRILLiance	"""If an Automated Eternal Defibrillator can save a life, then...the purchasing price becomes well worth it, in retrospective. American AED should ""define brilliance"" by making this  item not ""just a product""', but a brilliant ""life saver""."""	https://americanaed.com/
775	marcallen-98941	12/26/2019	5	Easy Cheesy	"""Easy to find and order what I needed."""	https://americanaed.com/
776	lordmcintyre	12/25/2019	5	A Smooth Transaction	"""The site was user friendly"""	https://americanaed.com/
777	Cliffengine20	12/24/2019	5		"""Have had good service with American AED"""	https://americanaed.com/
778	rcsw4	12/24/2019	5	battery and pad order	"""easy to order for our church aed"""	https://americanaed.com/
779	brendatamclc	12/23/2019	5	Very easy to order!	"""Website very easy to navigate and ordering was a breeze."""	https://americanaed.com/
780	jimh-54290	12/20/2019	5	Satisfied not shocked 	"""Very easy to order love the package purchase takes out all the guess work one simple straight forward price exactly what we were looking for !"""	https://americanaed.com/
781	Coreypmfp	12/20/2019	5	Got my Heart Started 	"""The website is super easy to navigate and very straight forward. I love that there's is a variety of choices and the pricing is fantastic."""	https://americanaed.com/
782	eg-36740	12/20/2019	5	THE Meadows, Hingham, MA	"""This condo association had no problems with acquisition of an AED from American - Everything was handled beautifully - We are appreciative - Thanks very much"""	https://americanaed.com/
783	cmalfant	12/18/2019	5	User Friendly	"""The website was very easy to navigate and user friendly.  Instant coupon great as well!"""	https://americanaed.com/
784	kwiswall	12/18/2019	5	Great website! Fast orders!	"""We are always satisfied with the product as well as how fast it gets shipped.  Thank you American AED!"""	https://americanaed.com/
785	angela-5537	12/17/2019	4	Experience with AED	"""Great experience. The representative was knowledgeable and helpful."""	https://americanaed.com/
786	nadrrn	12/17/2019	4	AED purchase	"""Everything went as discussed.  Thanks you"""	https://americanaed.com/
787	sinclairpages	12/17/2019	5	Exactly what I needed.	"""I have people in the house with a hear condition and this brings peace of mind."""	https://americanaed.com/
788	bethduffy	12/17/2019	5	Heart Stopping!	"""This was a very easy purchasing experience!"""	https://americanaed.com/
789	melissachilders	12/17/2019	5	Ordering and receiving	"""Te process of ordering and of the item being deliver to the school went great! No problems, the person I talked with was very friendly and helpful."""	https://americanaed.com/
790	paulstrittmatter	12/17/2019	5	First time experience	"""Company was excellent to work with, by providing technical assistance about the AED to ensure i knew what I was buying.   Customer service was friendly and knowledgeable. 

Fortunately, I have not had to use it (hopefully never) but is ready if needed."""	https://americanaed.com/
791	carrollerbe	12/17/2019	5	Great prices and people 	"""Everything was as told by your people"""	https://americanaed.com/
792	pcollins-59909	12/17/2019	5	Very helpful and met all expectations.	"""I would highly recommend for purchase of AED. Promptly processed and delivered."""	https://americanaed.com/
793	kulvipmk	12/17/2019	5	Church Packet	"""Outstanding service and quality product.  Perfect for our church."""	https://americanaed.com/
794	gurwantkor	12/16/2019	5	Great 	"""Great was easy to set up, delivered on time."""	https://americanaed.com/
795	eibands	12/16/2019	5	Best mix of options and value on the Net	"""We have been looking for an AED unit for our condominium's gym. After considerable comparison shopping, we found the products, options and value that American AED offered was the best available. Easy to pick out our unit, add our options, set up delivery and pay. Great online buying experience!"""	https://americanaed.com/
796	rjtaw1	12/16/2019	5	Fast	"""Had researched before hand on website.  Offered just what was needed for our church.  And at a reasonable price!  Thank you."""	https://americanaed.com/
797	tracytdinh	12/14/2019	5		"""Your site was easy to navigate and customer service line was helpful"""	https://americanaed.com/
798	info-16320	12/13/2019	5	Good products	"""Easy to use and purchase."""	https://americanaed.com/
799	mike-27239	12/12/2019	5	Easy Peasy	"""Great website, easy to use and best pricing anywhere"""	https://americanaed.com/
800	mduhrkopf	12/12/2019	5	AED	"""It was so easy working with American AED and our machine arrived quickly"""	https://americanaed.com/
801	office-39328	12/12/2019	5	American AED Delivered	"""Our defibrillators were delivered on time."""	https://americanaed.com/
802	svaofficemanager	12/12/2019	5	Delivered as promised with good instructions	"""I ordered it over the phone and it shipped and was delivered in less than a week.  I am so happy to have this device in our school!"""	https://americanaed.com/
803	Aallen-98783	12/12/2019	5	Safety Coordinator	"""Great Selection to choose from and simple ordering process."""	https://americanaed.com/
804	harleygolf72	12/12/2019	5	Awesome!	"""Great customer service!  Received my AED unit promptly and the unit is very nice and I can’t wait to put it up in my fitness center."""	https://americanaed.com/
805	jrashley627	12/23/2019	4	Only one complaint	"""AED came quick and everything in the package except for the DVD promised. Instead I was told I could download the DVD. I  called and spoke with a few people and finally got my DVD. They were very understanding and easy to work with."""	https://americanaed.com/
806	pmoulton-71169	12/12/2019	5	Great Customer Service	"""Great experience ordering. Super fast shipping."""	https://americanaed.com/
807	juanalejandroarevalo	12/12/2019	5	Excellent service 	"""These guys are amazing. They really helped out the kids of St Paul's School here in San Antonio. I highly recommend working with these guys. Thank you so much!"""	https://americanaed.com/
808	drcorbin	12/12/2019	5	Excellent experience	"""Easy, professional and prompt delivery."""	https://americanaed.com/
809	Nvanruden	12/11/2019	5	Quick and easy	"""We need this for my son. Glad we will be able to  help him."""	https://americanaed.com/
810	cathybonica	12/11/2019	5	life support	"""easiest ordering process ever!"""	https://americanaed.com/
811	audraholt	12/10/2019	5	Easy to order!	"""Love the options in the order boxes. Easy upgrade for child pads."""	https://americanaed.com/
812	avroom	12/09/2019	5		"""Very Good site easy to use.  A few weeks age I order the wrong item. I called and they stop the order right away. Very good service"""	https://americanaed.com/
813	adunn038	12/07/2019	5	Fast & Easy	"""Very user friendly web site.. Easy to search and products laid out well.  Easy checkout. Certainly will use again when needed."""	https://americanaed.com/
814	onyxdocs	12/06/2019	5	Oh so easy! 	"""The process of ordering was so easy and at a great price."""	https://americanaed.com/
815	wwjdradicals	12/04/2019	5	Church AED	"""Simple process of ordering and the process was easy!"""	https://americanaed.com/
816	Phillip-62464	12/03/2019	5	Always helpful!!	"""Incredibly easy, always super quick and we get our products in a jiffy!"""	https://americanaed.com/
817	bruce-71390	12/02/2019	5		"""All went well. plenty of information"""	https://americanaed.com/
818	joegleak	11/30/2019	5	Easy As Pie	"""Very easy to understand item and description.  Placing order went without a hitch."""	https://americanaed.com/
819	jcapristo	11/29/2019	5	 Great Gift for the Office	"""Easy to provide some peace of mind for co-workers."""	https://americanaed.com/
820	pringwood	11/29/2019	5	Hapy charity	"""Really appreciate dthe non-profit package and the non-profit discount!  Site was easy to navigate."""	https://americanaed.com/
821	rwhitten-23645	11/26/2019	5	Quick and easy transaction.  	"""Thank you for providing and being there for someone that needs a life saving device."""	https://americanaed.com/
822	plogrippo	11/24/2019	5	Simple ordering process and great value	"""The website had very clear descriptions and the ordering process was very simple and straight forward. I was very happy with the purchase and the value."""	https://americanaed.com/
823	dgeorge81	11/23/2019	5	Straight forward online order	"""Easy and quick checkout. Nice to have coupon code available on the screen when shopping."""	https://americanaed.com/
824	janet-92710	11/23/2019	5	REORDER BATTERIES	"""VERY SIMPLE AND QUICK EASY TO USE SITE."""	https://americanaed.com/
825	Emtmicah	11/22/2019	5	Great package deals	"""Perfect package deal to meet the needs of our church."""	https://americanaed.com/
826	lisad-3991	11/19/2019	5	Great customer service	"""We just purchased a large order of AEDs for our company and was looking for an AED trainer. Steve helped us find that trainer and provided a coupon code for being a loyal customer."""	https://americanaed.com/
827	office-30915	11/19/2019	5	Best deal out there!	"""Best deal with the most offered!"""	https://americanaed.com/
828	JoeCagle	11/16/2019	5	Purchased for Church	"""I purchased this for my church and this looked like the best deal and was recertified."""	https://americanaed.com/
829	tvrfpd	11/15/2019	4	Straightforward pricing 	"""I compared pricing on several websites and yours was the most honest with no games."""	https://americanaed.com/
830	1165thelakes	11/14/2019	5	Great Deal	"""The purchase of this device was simple and straight forward. The customer service chat box was very helpful. I found a discount code and shipping is free!"""	https://americanaed.com/
831	melissa-19629	11/13/2019	5	It only took minutes to find everything we needed!	"""Website was very user friendly and product pictures were very helpful in identifying exactly what we needed to re-order."""	https://americanaed.com/
832	cunderwood710	11/09/2019	4		"""I experiences a little difficulty checking out."""	https://americanaed.com/
833	sgyounglove	11/06/2019	5		"""I appreciate your prompt service and good prices"""	https://americanaed.com/
834	jon-94449	11/06/2019	5	Plant Manager	"""Easy to use web site spot on quick to place order...great!"""	https://americanaed.com/
835	applermhsd	11/05/2019	5		"""Needed an AED for my church.  I think this would be the best choice."""	https://americanaed.com/
836	byron-5946	11/05/2019	5	Steve is AWESOME	"""Opening a Fitness Studio and needed some help choosing the right AED . Steve walked me through all the options and gave me detailed information on what is best suited. He was so thorough and polite and I ordered it their and then."""	https://americanaed.com/
837	pastorjeffolsen	11/05/2019	5	Great deal for churches	"""We purchased a Philips HeartStart Onsite Church Package.  This all inclusive solution at a discounted price wasperfect for our church.  Good  product at a great price."""	https://americanaed.com/
838	glennbrick	11/04/2019	5	Easy Quick	"""What you need to know with no nonsense descriptions.  Very fast and efficient site."""	https://americanaed.com/
839	glfskipair	11/01/2019	5	Great Help and advice	"""I used the chat line and my questions were immed. answered!"""	https://americanaed.com/
840	mhildreth-49031	11/01/2019	5	Fast & Easy	"""Good research, fast order, free shipping very easy.  Same price as Amazon."""	https://americanaed.com/
841	sydblt	11/01/2019	5	quick	"""Fast and easy to find what I needed and check out."""	https://americanaed.com/
842	rsimeone-55098	10/31/2019	5	Very happy	"""Easy process, good prices"""	https://americanaed.com/
843	centralcog	10/28/2019	5	Great Deal for Church Startup AED Program	"""Information provided helps you find what is best for your program.  Fast and easy to order."""	https://americanaed.com/
844	saralutat	10/25/2019	5		"""It was informative and simple to understand. Thank you."""	https://americanaed.com/
845	Don-59668	10/25/2019	5	Just bought our 2nd unit.	"""This is our second unit to purchase. We bought our first one on 10-2-19.
We will be having a all day First Aid training on Nov. 2.
With the size of our plant we felt like we needed one unit up toward front and another one closer to the back of plant. Hope we never have to use either one. First one is here already, just did not have enough room on credit card at that moment."""	https://americanaed.com/
846	ceo-58953	10/24/2019	5	No Hassle Process--Easiest Purchase I've made	"""I searched many AED sites. They were hard to navigate and they did not offer nonprofit discounts, plus they were $400 to $500 more. Very satisfied!"""	https://americanaed.com/
847	sarahpeterson	10/23/2019	5		"""This is our second purchase from your company and we have been pleased."""	https://americanaed.com/
848	aparadizova	10/22/2019	5	Easy process	"""Quick, easy order process, coupon code was provided to us by AED and it worked as expected."""	https://americanaed.com/
849	ruthkyong	10/21/2019	5	Great experience.  Thank you!	"""I thought the ordering process was simple, easy and wonderful!"""	https://americanaed.com/
850	cdbauer	10/21/2019	5	super ez	"""Site is super ez to navigate and find items need to add a second kit and update our original kit.  Thank you for the church discount, too."""	https://americanaed.com/
851	melissalucas-5071	10/14/2019	5		"""While shopping on this website I found it was very user friendly and easy to navigate."""	https://americanaed.com/
852	johnmazza	10/11/2019	5		"""No glitches on your site process was easy"""	https://americanaed.com/
853	wendy-680	10/10/2019	5	Quick and Easy 	"""It was quick and easy to order the supplies we needed."""	https://americanaed.com/
854	tinstarlabs	10/09/2019	5	easy to use	"""pretty straightforward and easy to use"""	https://americanaed.com/
855	andymain324	10/07/2019	5	Easy.	"""Quick clear easy transaction. Thanks!"""	https://americanaed.com/
856	gmyers-26182	10/07/2019	5		"""Very easy to use the website."""	https://americanaed.com/
857	michael-3418	10/06/2019	4		"""Easy to order. Not sure how to use the coupon."""	https://americanaed.com/
858	gregpedley1	10/03/2019	4	Easy peasy	"""Informative website,easy ordering !"""	https://americanaed.com/
859	suerpt	10/03/2019	5	No searching ,no fuss	"""Very straightforward. I was anticipating some difficulty (fear of ""technical"" objects!) but it could not have been easier"""	https://americanaed.com/
860	atltammie123	10/03/2019	5	Super easy	"""Easy user friendly works great"""	https://americanaed.com/
861	drjamie108	10/02/2019	5	Just what the doctor, me, ordered!	"""I am a Behavioral Medicine specialist practicing Ketamine Assisted Psychotherapy. Though it will probably never be used, (fingers crossed), I needed an AED for the office.
I did my reasearch! Recertified was fine. I needed a unit that was user friendly because many of the staff are psychotherapists not physicians.  I decided on the Philips Heart Start and went looking. 
Nearly everywhere the price for the AED was similar. But at American the same cost bought a complete package. I scrolled through the included items looking for the additional cost. There wasn't any. A complete package for the cost of the AED!
As far as the purchase went, 3 1/2 minutes start to finish. It's taking me longer to write this review(something I seldom do), but the value and ease of shopping were to nice not to take a minute to praise."""	https://americanaed.com/
862	bnye2006	10/01/2019	5	Cardiac Care	"""I purchased Zoll's CPR- D Padz for our facility AED....Quick, easy find online.  Competitive pricing."""	https://americanaed.com/
863	yongmoon99	10/01/2019	5	easy purchase	"""website is made it easy for customer to choose the right AED."""	https://americanaed.com/
864	rebecca-42577	10/01/2019	5	Quick and Easy	"""Easy to find the product I need, and the shipping is always seedy!"""	https://americanaed.com/
865	lakenonadentalimplants	09/30/2019	5	Good product (have one already, needs a 2nd one for different location)	"""Very good, smooth so far..."""	https://americanaed.com/
866	tx42tae	09/30/2019	5	 so easy and reasnable to get AED	"""we have afib so disided to have AED ."""	https://americanaed.com/
867	ofdringo	09/29/2019	5		"""Our Church needed an AED."""	https://americanaed.com/
868	LADYKATKAT	09/29/2019	4		"""WILL FOLLOW UP AFTER RECEIPT"""	https://americanaed.com/
869	jeanine-55354	09/29/2019	4	Bit the bullet	"""The expense of an AED has deterred me from ordering until now but finding recertified units at a very reasonable price (basically 2 for the price of 1) made it a less painful process."""	https://americanaed.com/
870	rlnafreeport	09/25/2019	5	Easy to place order	"""Very convenient and easy to navigate the website!"""	https://americanaed.com/
871	fbcatoka	09/23/2019	5	Great pricing for Churches	"""I was impressed with the ease of navigation and clarity of ordering.  Website has good, full information on the products we were looking to purchase."""	https://americanaed.com/
872	bereabiblechurch	09/23/2019	5	You made it easy	"""Thank you for an easy to use website."""	https://americanaed.com/
873	lmorris-68936	09/19/2019	5	My heart skipped a beat	"""The site was easy to use  and the parts were in stock.  Checkout was easy and painless."""	https://americanaed.com/
874	valledgerwood	09/18/2019	5		"""Easy website to follow and ordering"""	https://americanaed.com/
875	skrapsp	09/17/2019	5	Easy Purchase Experience	"""Very Satisfied with ease of website use."""	https://americanaed.com/
876	gracebiblenf	09/17/2019	5	Great Deal for Churches!	"""They offered a great package at affordable pricing! With an extra coupon especially for churches. Thanks for giving back!"""	https://americanaed.com/
877	jamesabell	09/16/2019	5	Terrific service and great prices!	"""Stumbled on this site using google and very glad that I did.  I did a quick chat with them and was able to get a few questions answered.   They directed me to an even better option than I had planned along with a great coupon.  best price on the web for an AED for sure.  Very pleased."""	https://americanaed.com/
878	cvitale	09/16/2019	4	Great Price easy to order	"""Great experience. easy to find what I needed and great price"""	https://americanaed.com/
879	maintenance-27246	09/16/2019	5	GREAT 	"""Great web site, easy to use"""	https://americanaed.com/
880	jamcam12	09/15/2019	5		"""Was easy to order on website.  The only thing I didn't like was there was no option to order the child AED pads."""	https://americanaed.com/
881	bjones-80673	09/10/2019	5	Savings Galore! Wont He Do IT!	"""Great pricing easy ordering"""	https://americanaed.com/
882	lremley	09/04/2019	5	Heart Stopping Prices!	"""I looked around and found American AED prices and deals to the be best!  I found complete packages for an AED, cabinet, signage, etc. for less than the price of the AED at other sites.  Great deal!"""	https://americanaed.com/
883	cdelostrinos	09/02/2019	5	Best price	"""Lowest price for AED. I’m buying it for my son’s preschool. Money well spent. Thank you!"""	https://americanaed.com/
884	greenapplesolarltd	08/30/2019	5	questions answered 	"""got Steve on the line and he answered my questions in a  satisfactory manner"""	https://americanaed.com/
885	NorbertKowal	08/26/2019	5	Informative site	"""Great information, excellent pricing."""	https://americanaed.com/
886	drgauta	08/25/2019	5	Easy	"""Looked for a reliable AED for the office. Not only was this the best price I could find on the web, but shipping was free and another $100 was taken off the final price with an unsolicited coupon code. If shipping is as good as the sales experience, I will shop here again."""	https://americanaed.com/
887	drojas-68944	08/23/2019	5	Easy Does it!	"""Very user-friendly website makes ordering supplies quick and easy."""	https://americanaed.com/
888	wfeldman-77860	08/23/2019	5	Life Saver!	"""Easy website quick delivery and fair pricing.  One stop shopping."""	https://americanaed.com/
889	sdistefa	08/23/2019	5	So easy to order and be prepared	"""Ordering was a breeze. No reason to not be ready"""	https://americanaed.com/
890	jgreen1215	08/21/2019	5	worth the money to be prepared	"""easy purchase. has just want i was looking for. free shipping is great too and with the promo coupon i saved $100 on each AED that i purchased"""	https://americanaed.com/
891	info-9784	08/20/2019	5	Replacement parts	"""Great quick experience in ordering batteries and new pads."""	https://americanaed.com/
892	TOTALFIRSTAID	08/19/2019	5	Quick and Easy!	"""Finding the products I needed for my unit was easy and displayed in a way I could see all options on the page."""	https://americanaed.com/
893	spica38	08/16/2019	5	Smooth ordering process	"""We are hopeful this defibrillator will never be required however being prepared is always the best course."""	https://americanaed.com/
894	klange-60928	08/15/2019	5	Good price on AED Supplies and Free Shipping	"""The website is easy to use. The prices are better than many other sites, and who doesn't like FREE shipping with $50.00 order."""	https://americanaed.com/
895	sherrifleming	08/14/2019	5	Shockingly Great Deal	"""Began my search on this website for the Zoll AED Plus, shopped around and returned to purchase from American AED as they had what I was looking for at the best price."""	https://americanaed.com/
896	sharonackiss	08/13/2019	5	Quick and Easy	"""Very easy to order from this website."""	https://americanaed.com/
897	nicholasshirley	08/12/2019	5		"""Very good service on the website, fast ordering. Thank you"""	https://americanaed.com/
898	cjtokar	08/12/2019	5	Alan from sales was awesome	"""Simple and easy to process.  Great help from the sales staff."""	https://americanaed.com/
899	kelliemiller-54802	08/08/2019	5	authorized	"""I like the coupon offer with the authorized dealer. User friendly site."""	https://americanaed.com/
900	info-88650	08/07/2019	5	prompt, helpful, just right.	"""AED supplies our school with exactly what we need for our equipment each year."""	https://americanaed.com/
901	eromsos	08/06/2019	3	Not Yet . . .	"""Sorry we can not give you an evaluation at this time. We are a very small church with many seniors. The AED if ready but we are trying to get members to attend training on CPR and AED use. Maybe check back later but we would be hard pressed to give any evaluation other than how well it came out of the shipping box etc.

Gene Romsos – Treasurer"""	https://americanaed.com/
902	brent-8287	08/06/2019	5	American AED went above and beyond!	"""American AED went above and beyond to accommodate our company in assisting our needs to purchase an AED. Very informational, very helpful, and were always able to answer any questions that we had."""	https://americanaed.com/
903	AndreaRodriguez	08/06/2019	5	Easy purchase experience	"""Great price and easy to order"""	https://americanaed.com/
904	janewalter	08/06/2019	5	Quick and easy to use website!	"""I found exactly what I needed right away! I was looking for replacement pads for our office's AED and found them on this website within seconds of searching on Google. From the time I entered my search to when I checked out, I think less than two minutes had passed."""	https://americanaed.com/
905	nhackett	08/06/2019	5	Easy - No Problems 	"""Easy - No Problems 
Quick"""	https://americanaed.com/
906	walkerjuan3	08/06/2019	5	Glad I have one now.. thanks	"""Just glad to have one. 
Thank you"""	https://americanaed.com/
907	rnowens	08/06/2019	5	AED	"""Good product...product is as advertised"""	https://americanaed.com/
908	fullerchapel	08/06/2019	5	Great service	"""I received courteous sevice with expertise. They promised and delivered. Grateful to have chosen them for our AED needs"""	https://americanaed.com/
909	nikki-67101	08/05/2019	5	As advertised! 	"""Product was as advertised and as expected."""	https://americanaed.com/
910	gmcwryn	08/05/2019	5	Good item	"""Good service, was an easy decision."""	https://americanaed.com/
911	covingtondentalbg	08/05/2019	5	Great	"""Awesome customer service and wonderful products!!"""	https://americanaed.com/
912	jkovach1	08/05/2019	5	AED Needed for Church	"""Easy shopping and ordering for the product that will serve our church's needs."""	https://americanaed.com/
913	kyeakley	08/05/2019	5	Keeping our school safe!!	"""Very easy to use sight. I did not order pediatric pads since I just ordered new pads for sanctuary and bought ped pads too. Need them more by children's Center!"""	https://americanaed.com/
914	The Kotex Kid	08/05/2019	5	A Good Company	"""American AED is a good no-nonsense company I will continue to do business with."""	https://americanaed.com/
915	cnt10dell1	08/03/2019	5	Zion Hill AED	"""My experience in purchasing a new AED for my church was very good.  The only issue I had at all was the purchase of ""child pads"".  It took a several weeks to receive this item, but I believe it was because the manufacturer was having problems.  American AED stayed on top of this and sent me the pads as soon as they received them from the manufacturer. My overall experience with American AED was excellent."""	https://americanaed.com/
916	purchasing-97046	08/03/2019	5	Favorite go to	"""Very professional, and great products at affordable prices"""	https://americanaed.com/
917	joe-136	08/02/2019	5	Excellent Experience	"""The customer service rep who helped me was fantastic! He got me the equipment I needed fast and saved me a significant amount of money. Thank you!"""	https://americanaed.com/
918	mgloria	08/02/2019	5	Great customer service	"""Helped with understanding the difference between some models, great selection and options."""	https://americanaed.com/
919	dfrizell	08/02/2019	5	Easy Ordering!	"""Website is easy to navigate and it was a quick order when I chose my products!"""	https://americanaed.com/
920	stevennorman-729	08/02/2019	5	Our experience with American AED was great! 	"""Our equipment was very reasonably priced and beyond our expectations. I would highly recommend American AED for any agency or organization, especially those agencies like ours with limited funding."""	https://americanaed.com/
921	minnillo	08/02/2019	5	Excellent	"""Good service was delivered the next day"""	https://americanaed.com/
922	fabian-23937	08/02/2019	5	Clean Deal, Delivered	"""Everything arrived on time and complete. Absolutely no issues."""	https://americanaed.com/
923	lindaleas	08/02/2019	4	Good service	"""Carries replacement item needed. 
Quick service."""	https://americanaed.com/
924	grochester	08/02/2019	5	Safety for our extroridany team!	"""Easy and great! Website was easy to navigate"""	https://americanaed.com/
925	cjpga	08/02/2019	4	A Great Purchase	"""We purchased this unit to alleviate our concerns regarding our aging congregation.  After receiving our unit and receiving the necessary training on its use we feel very comfortable with the unit and the safety of our members both young and old.  Hopefully, we will never have to use it in an actual emergency.   

The purchase was easy and with the expert advice that we received made for a pleasant experience.  We would highly recommend both the unit as well as the retailer!"""	https://americanaed.com/
926	larryandmarion-25309	08/02/2019	5	Thank you!	"""Great service!  Product as described."""	https://americanaed.com/
927	telsen-52259	08/02/2019	5	Excellent 	"""Quick delivery thank you I will be back"""	https://americanaed.com/
928	chevyman47	08/02/2019	5	Unused	"""Its only been tested never used"""	https://americanaed.com/
929	mgfire17	08/01/2019	5	Easy ordering process. 	"""American AED was great to work with. Everything was well detailed and easy in the order process. No hassles when the unit arrived."""	https://americanaed.com/
930	rowenatena	08/01/2019	5	Peace of mind. 	"""My husband was admitted to the hospital for a life-threatening arrhythmia that started suddenly in an otherwise healthy 50 yo. After many diagnostic tests and ablation treatment he was released. Because of the unusual nature of the arrhythmia in an otherwise healthy person, we felt better to have an AED in the home. Your sales team shipped the AED to my home the night before he was scheduled to be discharged and made sure it arrived. 
THANK YOU!!"""	https://americanaed.com/
931	lifungchen	08/01/2019	3		"""Luckily no need to use it, already change battery once ( not cheap)."""	https://americanaed.com/
932	dschordock	08/01/2019	5	AED for a non-profit -- best price I could find	"""One stop shopping with a quick and easy-to-use website."""	https://americanaed.com/
933	JayMcFadden	07/31/2019	5	Church Order	"""Quick and easy at a great price!"""	https://americanaed.com/
934	bhcrisp	07/31/2019	5	Excellent service	"""Excellent service and speedy delivery of products."""	https://americanaed.com/
935	lhayden-48218	07/30/2019	5	Service was great! 	"""Loved your customer service!"""	https://americanaed.com/
936	info-9315	07/29/2019	5	James Arnold Manion, Inc.	"""Great to deal with. Quick shipping ease of setting the AED up.  We were up and ready the same day with no issues.  The website was easy to use and very helpful. I will buy again. Highly recommended"""	https://americanaed.com/
937	michaeledwardmcmullen	07/29/2019	5		"""It was clear what I was buying and the cost."""	https://americanaed.com/
938	suzanne-22697	07/29/2019	5	Easy Peasy	"""Very clear instructions.  Easy to use."""	https://americanaed.com/
939	andreadougherty	08/02/2019	5	Great Experience	"""Thanks for your super fast service"""	https://americanaed.com/
940	cadrew	07/28/2019	5	AED PURCHASE	"""VERY EASY AND PROMPT DELIVERY"""	https://americanaed.com/
941	gglohmeyer	07/27/2019	5	 Our community is prepared!	"""During my research for the appropriate AED for our senior community, I came upon American AED. I received sufficient information to make the appropriate choice, and at one point I spoke with Steve, an American AED representative, who was extremely patient with me and assured me that the one model I chose was perfect for our community. It was just a matter of days before it arrived. What a relief for us seniors to know that we have a quality life-saving device in our clubhouse. Thank you, thank you, thank you!"""	https://americanaed.com/
942	swig2002	07/27/2019	5	Arrived on-time and in good condition 	"""Everything looked good and AED was as described"""	https://americanaed.com/
943	agape-96201	07/27/2019	5	Great product 	"""Just what we wanted for our church"""	https://americanaed.com/
944	rlittle-47062	07/26/2019	5	Excellent	"""Great! Thank you  very much!"""	https://americanaed.com/
945	bertelle	07/26/2019	5	For retirement community 	"""It is ready to save a life and all new batteries and pads installed"""	https://americanaed.com/
